//market_id,account_id,market_data_id,contract_id,symbol_id,multiplier,tick_size,tick_value,margin,commission
2,4,1,4,4,5,0.25,1.25,1540,1.34
2,4,3,4,4,5,0.25,1.25,1540,0.74
2,1,3,4,4,5,0.25,1.25,1540,0.74
2,1,2,4,4,5,0.25,1.25,1540,1.42
2,5,5,4,4,5,0.25,1.25,1540,5.68
2,7,3,4,4,5,0.25,1.25,1540,1.2
2,7,2,4,4,5,0.25,1.25,1540,1.2
2,7,1,4,4,5,0.25,1.25,1540,1.2
2,8,1,4,4,5,0.25,1.25,1540,1.74
2,8,2,4,4,5,0.25,1.25,1540,1
2,6,2,4,4,5,0.25,1.25,1540,1.2
2,9,3,4,4,5,0.25,1.25,1540,0.74
2,9,4,4,4,5,0.25,1.25,1540,1.6
2,10,2,4,4,5,0.25,1.25,1540,1.02
2,10,1,4,4,5,0.25,1.25,1540,1.04
2,11,4,4,4,5,0.25,1.25,1540,3.48
2,11,1,4,4,5,0.25,1.25,1540,3.48
2,12,2,4,4,5,0.25,1.25,1540,0.5
2,12,1,4,4,5,0.25,1.25,1540,0.5
6,3,1,5,5,100,0.1,10,12650,6.12
6,4,2,5,5,100,0.1,10,12650,4.8
6,4,1,5,5,100,0.1,10,12650,4.72
6,4,3,5,5,100,0.1,10,12650,3.24
6,1,3,5,5,100,0.1,10,12650,3.24
6,1,2,5,5,100,0.1,10,12650,4.8
6,5,5,5,5,100,0.1,10,12650,6.12
6,7,3,5,5,100,0.1,10,12650,5
6,7,2,5,5,100,0.1,10,12650,5
6,7,1,5,5,100,0.1,10,12650,5
6,8,1,5,5,100,0.1,10,12650,6.12
6,8,2,5,5,100,0.1,10,12650,4
6,6,2,5,5,100,0.1,10,12650,4.72
6,9,3,5,5,100,0.1,10,12650,3.24
6,9,4,5,5,100,0.1,10,12650,5
6,10,2,5,5,100,0.1,10,12650,4.62
6,10,1,5,5,100,0.1,10,12650,3.54
6,11,4,5,5,100,0.1,10,12650,10.04
6,11,1,5,5,100,0.1,10,12650,10.04
6,12,2,5,5,100,0.1,10,12650,5
6,12,1,5,5,100,0.1,10,12650,5
6,3,1,6,6,10,0.1,0.1,1265,2.04
6,4,2,6,6,10,0.1,0.1,1265,1.72
6,4,1,6,6,10,0.1,0.1,1265,1.64
6,4,3,6,6,10,0.1,0.1,1265,1.04
6,1,3,6,6,10,0.1,0.1,1265,1.04
6,1,2,6,6,10,0.1,0.1,1265,1.72
6,5,5,6,6,10,0.1,0.1,1265,2.04
6,7,3,6,6,10,0.1,0.1,1265,1.2
6,7,2,6,6,10,0.1,0.1,1265,1.2
6,7,1,6,6,10,0.1,0.1,1265,1.2
6,8,1,6,6,10,0.1,0.1,1265,2.04
6,8,2,6,6,10,0.1,0.1,1265,1
6,6,2,6,6,10,0.1,0.1,1265,1.2
6,9,3,6,6,10,0.1,0.1,1265,1.04
6,9,4,6,6,10,0.1,0.1,1265,1.6
6,10,2,6,6,10,0.1,0.1,1265,1.52
6,10,1,6,6,10,0.1,0.1,1265,1.34
6,11,4,6,6,10,0.1,0.1,1265,4.08
6,11,1,6,6,10,0.1,0.1,1265,4.08
6,12,2,6,6,10,0.1,0.1,1265,0.5
6,12,1,6,6,10,0.1,0.1,1265,0.5
11,3,1,7,7,100,0.01,10,7425,5.92
11,4,2,7,7,100,0.01,10,7425,4.6
11,4,1,7,7,100,0.01,10,7425,4.52
11,4,3,7,7,100,0.01,10,7425,3.04
11,1,3,7,7,100,0.01,10,7425,3.04
11,1,2,7,7,100,0.01,10,7425,4.6
11,5,5,7,7,100,0.01,10,7425,5.92
11,7,3,7,7,100,0.01,10,7425,5.0
11,7,2,7,7,100,0.01,10,7425,5.0
11,7,1,7,7,100,0.01,10,7425,5.0
11,8,1,7,7,100,0.01,10,7425,5.92
11,8,2,7,7,100,0.01,10,7425,4.0
11,6,2,7,7,100,0.01,10,7425,4.72
11,9,3,7,7,100,0.01,10,7425,3.04
11,9,4,7,7,100,0.01,10,7425,5.0
11,10,2,7,7,100,0.01,10,7425,3.96
11,10,1,7,7,100,0.01,10,7425,3.34
11,11,4,7,7,100,0.01,10,7425,9.84
11,11,1,7,7,100,0.01,10,7425,9.84
11,12,2,7,7,100,0.01,10,7425,5.0
11,12,1,7,7,100,0.01,10,7425,5.0
11,3,1,8,8,100,0.01,1,743,2.04
11,4,2,8,8,100,0.01,1,743,1.72
11,4,1,8,8,100,0.01,1,743,1.64
11,4,3,8,8,100,0.01,1,743,1.04
11,1,3,8,8,100,0.01,1,743,1.04
11,1,2,8,8,100,0.01,1,743,1.72
11,5,5,8,8,100,0.01,1,743,2.04
11,7,3,8,8,100,0.01,1,743,1.2
11,7,2,8,8,100,0.01,1,743,1.2
11,7,1,8,8,100,0.01,1,743,1.2
11,8,1,8,8,100,0.01,1,743,2.04
11,8,2,8,8,100,0.01,1,743,1.0
11,6,2,8,8,100,0.01,1,743,1.2
11,9,3,8,8,100,0.01,1,743,1.04
11,9,4,8,8,100,0.01,1,743,1.6
11,10,2,8,8,100,0.01,1,743,1.02
11,10,1,8,8,100,0.01,1,743,1.34
11,11,4,8,8,100,0.01,1,743,3.6
11,11,1,8,8,100,0.01,1,743,3.6
11,12,2,8,8,100,0.01,1,743,0.5
11,12,1,8,8,100,0.01,1,743,0.5
4,3,1,9,9,5,1,5,11746,5.68
4,4,2,9,9,5,1,5,11746,4.36
4,4,1,9,9,5,1,5,11746,4.28
4,4,3,9,9,5,1,5,11746,2.8
4,1,3,9,9,5,1,5,11746,2.8
4,1,2,9,9,5,1,5,11746,4.36
4,5,5,9,9,5,1,5,11746,5.68
4,7,3,9,9,5,1,5,11746,5
4,7,2,9,9,5,1,5,11746,5
4,7,1,9,9,5,1,5,11746,5
4,8,1,9,9,5,1,5,11746,5.68
4,8,2,9,9,5,1,5,11746,4
4,6,2,9,9,5,1,5,11746,4.04
4,9,3,9,9,5,1,5,11746,2.8
4,9,4,9,9,5,1,5,11746,5
4,10,2,9,9,5,1,5,11746,3.98
4,10,1,9,9,5,1,5,11746,3.1
4,11,4,9,9,5,1,5,11746,12.24
4,11,1,9,9,5,1,5,11746,12.24
4,12,2,9,9,5,1,5,11746,5
4,12,1,9,9,5,1,5,11746,5
4,3,1,9,9,5,1,5,11746,1.74
4,4,2,10,10,0.5,1,0.5,1182,1.42
4,4,1,10,10,0.5,1,0.5,1182,1.34
4,4,3,10,10,0.5,1,0.5,1182,0.74
4,1,3,10,10,0.5,1,0.5,1182,0.74
4,1,2,10,10,0.5,1,0.5,1182,1.42
4,5,5,10,10,0.5,1,0.5,1182,1.74
4,7,3,10,10,0.5,1,0.5,1182,1.2
4,7,2,10,10,0.5,1,0.5,1182,1.2
4,7,1,10,10,0.5,1,0.5,1182,1.2
4,8,1,10,10,0.5,1,0.5,1182,1.74
4,8,2,10,10,0.5,1,0.5,1182,1
4,6,2,10,10,0.5,1,0.5,1182,1.2
4,9,3,10,10,0.5,1,0.5,1182,0.74
4,9,4,10,10,0.5,1,0.5,1182,1.6
4,10,2,10,10,0.5,1,0.5,1182,1.02
4,10,1,10,10,0.5,1,0.5,1182,1.04
4,11,4,10,10,0.5,1,0.5,1182,3.48
4,11,1,10,10,0.5,1,0.5,1182,3.48
4,12,2,10,10,0.5,1,0.5,1182,0.5
4,12,1,10,10,0.5,1,0.5,1182,0.5
3,3,1,11,11,100,0.1,10,20692,5.58
3,5,5,11,11,100,0.1,10,20692,5.58
3,7,3,11,11,100,0.1,10,20692,5
3,7,2,11,11,100,0.1,10,20692,5
3,7,1,11,11,100,0.1,10,20692,5
3,8,1,11,11,100,0.1,10,20692,5.58
3,8,2,11,11,100,0.1,10,20692,4
3,6,2,11,11,100,0.1,10,20692,4.08
3,9,3,11,11,100,0.1,10,20692,2.8
3,9,4,11,11,100,0.1,10,20692,5
3,10,2,11,11,100,0.1,10,20692,3.98
3,10,1,11,11,100,0.1,10,20692,3
3,12,2,11,11,100,0.1,10,20692,5
3,12,1,11,11,100,0.1,10,20692,5
5,3,1,5,5,50,0.1,5,8886,5.68
5,4,2,5,5,50,0.1,5,8886,4.36
5,4,1,5,5,50,0.1,5,8886,4.28
5,4,3,5,5,50,0.1,5,8886,2.8
5,1,3,5,5,50,0.1,5,8886,2.8
5,1,2,5,5,50,0.1,5,8886,4.36
5,5,5,5,5,50,0.1,5,8886,5.68
5,7,3,5,5,50,0.1,5,8886,5
5,7,2,5,5,50,0.1,5,8886,5
5,7,1,5,5,50,0.1,5,8886,5
5,8,1,5,5,50,0.1,5,8886,5.68
5,8,2,5,5,50,0.1,5,8886,4
5,9,3,5,5,50,0.1,5,8886,2.8
5,9,4,5,5,50,0.1,5,8886,5
5,10,2,5,5,50,0.1,5,8886,3.98
5,10,1,5,5,50,0.1,5,8886,3.1
5,11,4,5,5,50,0.1,5,8886,9.16
5,11,1,5,5,50,0.1,5,8886,9.16
5,12,2,5,5,50,0.1,5,8886,5
5,12,1,5,5,50,0.1,5,8886,5
5,3,1,6,6,5,0.1,0.5,891,1.74
5,4,2,6,6,5,0.1,0.5,891,1.42
5,4,1,6,6,5,0.1,0.5,891,1.34
5,4,3,6,6,5,0.1,0.5,891,0.74
5,1,3,6,6,5,0.1,0.5,891,0.74
5,1,2,6,6,5,0.1,0.5,891,1.42
5,5,5,6,6,5,0.1,0.5,891,1.74
5,7,3,6,6,5,0.1,0.5,891,1.2
5,7,2,6,6,5,0.1,0.5,891,1.2
5,7,1,6,6,5,0.1,0.5,891,1.2
5,8,1,6,6,5,0.1,0.5,891,1.74
5,8,2,6,6,5,0.1,0.5,891,1
5,6,2,6,6,5,0.1,0.5,891,1.2
5,9,3,6,6,5,0.1,0.5,891,0.74
5,9,4,6,6,5,0.1,0.5,891,1.6
5,10,2,6,6,5,0.1,0.5,891,1.02
5,10,1,6,6,5,0.1,0.5,891,1.04
5,11,4,6,6,5,0.1,0.5,891,3.48
5,11,1,6,6,5,0.1,0.5,891,3.48
5,12,2,6,6,5,0.1,0.5,891,0.5
5,12,1,6,6,5,0.1,0.5,891,0.5
7,3,1,13,14,5000,0.005,25,12650,6.12
7,4,2,13,14,5000,0.005,25,12650,4.8
7,4,1,13,14,5000,0.005,25,12650,4.72
7,4,3,13,14,5000,0.005,25,12650,3.24
7,1,3,13,14,5000,0.005,25,12650,3.24
7,1,2,13,14,5000,0.005,25,12650,4.8
7,5,5,13,14,5000,0.005,25,12650,6.12
7,8,1,13,14,5000,0.005,25,12650,6.12
7,6,2,13,14,5000,0.005,25,12650,4.72
7,9,3,13,14,5000,0.005,25,12650,3.24
7,9,4,13,14,5000,0.005,25,12650,5
7,10,2,13,14,5000,0.005,25,12650,4.62
7,10,1,13,14,5000,0.005,25,12650,3.54
7,11,4,13,14,5000,0.005,25,12650,10.04
7,11,1,13,14,5000,0.005,25,12650,10.04
7,12,2,13,14,5000,0.005,25,12650,5
7,12,1,13,14,5000,0.005,25,12650,5
7,3,1,14,15,1000,0.005,5,2530,3.04
7,4,2,14,15,1000,0.005,5,2530,2.72
7,4,1,14,15,1000,0.005,5,2530,2.64
7,4,3,14,15,1000,0.005,5,2530,2.04
7,1,3,14,15,1000,0.005,5,2530,2.04
7,1,2,14,15,1000,0.005,5,2530,2.72
7,5,5,14,15,1000,0.005,5,2530,3.04
7,7,3,14,15,1000,0.005,5,2530,1.2
7,7,2,14,15,1000,0.005,5,2530,1.2
7,7,1,14,15,1000,0.005,5,2530,1.2
7,8,1,14,15,1000,0.005,5,2530,3.04
7,8,2,14,15,1000,0.005,5,2530,1
7,9,3,14,15,1000,0.005,5,2530,2.04
7,9,4,14,15,1000,0.005,5,2530,1.6
7,11,4,14,15,1000,0.005,5,2530,5.68
7,11,1,14,15,1000,0.005,5,2530,5.68
7,12,2,14,15,1000,0.005,5,2530,0.5
7,12,1,14,15,1000,0.005,5,2530,0.5
7,3,1,15,16,2500,0.0125,31.25,6325,4.92
7,5,5,15,16,2500,0.0125,31.25,6325,4.92
7,7,3,15,16,2500,0.0125,31.25,6325,5
7,7,2,15,16,2500,0.0125,31.25,6325,5
7,7,1,15,16,2500,0.0125,31.25,6325,5
7,8,1,15,16,2500,0.0125,31.25,6325,4.92
7,8,2,15,16,2500,0.0125,31.25,6325,4
7,6,2,15,16,2500,0.0125,31.25,6325,3.22
7,9,4,15,16,2500,0.0125,31.25,6325,5
7,10,2,15,16,2500,0.0125,31.25,6325,3.02
7,10,1,15,16,2500,0.0125,31.25,6325,2.34
7,12,2,15,16,2500,0.0125,31.25,6325,5
7,12,1,15,16,2500,0.0125,31.25,6325,5
7,3,1,16,17,,,0.001,,,3.92
7,5,5,16,17,,,0.001,,,3.92
7,7,3,16,17,,,0.001,,,5
7,7,2,16,17,,,0.001,,,5
7,7,1,16,17,,,0.001,,,5
7,8,1,16,17,,,0.001,,,3.92
7,8,2,16,17,,,0.001,,,4
7,9,3,16,17,,,0.001,,,5
7,12,2,16,17,,,0.001,,,5
7,12,1,16,17,,,0.001,,,5
8,3,1,17,18,25000,0.0005,12.5,6600,6.12
8,4,2,17,18,25000,0.0005,12.5,6600,4.8
8,4,1,17,18,25000,0.0005,12.5,6600,4.72
8,4,3,17,18,25000,0.0005,12.5,6600,3.24
8,1,3,17,18,25000,0.0005,12.5,6600,3.24
8,1,2,17,18,25000,0.0005,12.5,6600,4.8
8,5,5,17,18,25000,0.0005,12.5,6600,6.12
8,8,1,17,18,25000,0.0005,12.5,6600,3.06
8,6,2,17,18,25000,0.0005,12.5,6600,4.72
8,9,3,17,18,25000,0.0005,12.5,6600,3.24
8,9,4,17,18,25000,0.0005,12.5,6600,5
8,10,2,17,18,25000,0.0005,12.5,6600,4.62
8,10,1,17,18,25000,0.0005,12.5,6600,3.54
8,11,4,17,18,25000,0.0005,12.5,6600,10.04
8,11,1,17,18,25000,0.0005,12.5,6600,10.04
8,12,2,17,18,25000,0.0005,12.5,6600,5
8,12,1,17,18,25000,0.0005,12.5,6600,5
8,3,1,18,19,2500,0.0005,1.25,660,2.24
8,4,2,18,19,2500,0.0005,1.25,660,1.92
8,4,1,18,19,2500,0.0005,1.25,660,1.84
8,4,3,18,19,2500,0.0005,1.25,660,1.24
8,1,3,18,19,2500,0.0005,1.25,660,1.24
8,1,2,18,19,2500,0.0005,1.25,660,1.92
8,5,5,18,19,2500,0.0005,1.25,660,2.24
8,7,3,18,19,2500,0.0005,1.25,660,1.2
8,7,2,18,19,2500,0.0005,1.25,660,1.2
8,7,1,18,19,2500,0.0005,1.25,660,1.2
8,8,1,18,19,2500,0.0005,1.25,660,2.24
8,8,2,18,19,2500,0.0005,1.25,660,1
8,9,3,18,19,2500,0.0005,1.25,660,2.24
8,9,4,18,19,2500,0.0005,1.25,660,1.6
8,12,2,18,19,2500,0.0005,1.25,660,0.5
8,12,1,18,19,2500,0.0005,1.25,660,0.5
8,3,1,19,20,12500,0.002,25,3300,4.92
8,5,5,19,20,12500,0.002,25,3300,4.92
8,7,3,19,20,12500,0.002,25,3300,5
8,7,2,19,20,12500,0.002,25,3300,5
8,7,1,19,20,12500,0.002,25,3300,5
8,8,1,19,20,12500,0.002,25,3300,2
8,8,2,19,20,12500,0.002,25,3300,4
8,9,4,19,20,12500,0.002,25,3300,5
8,12,2,19,20,12500,0.002,25,3300,5
8,12,1,19,20,12500,0.002,25,3300,5
6,3,1,20,21,50,0.25,12.5,6325,4.92
6,5,5,20,21,50,0.25,12.5,6325,4.92
6,7,3,20,21,50,0.25,12.5,6325,5
6,7,2,20,21,50,0.25,12.5,6325,5
6,7,1,20,21,50,0.25,12.5,6325,5
6,8,1,20,21,50,0.25,12.5,6325,4.92
6,8,2,20,21,50,0.25,12.5,6325,4
6,6,2,20,21,50,0.25,12.5,6325,3.22
6,9,4,20,21,50,0.25,12.5,6325,5
6,10,2,20,21,50,0.25,12.5,6325,3.02
6,10,1,20,21,50,0.25,12.5,6325,2.34
6,12,2,20,21,50,0.25,12.5,6325,5
6,12,1,20,21,50,0.25,12.5,6325,5
12,3,1,44,22,21000,0.001,21,3863,5.32
12,5,5,44,22,21000,0.001,21,3863,5.32
12,7,3,44,22,21000,0.001,21,3863,5
12,7,2,44,22,21000,0.001,21,3863,5
12,7,1,44,22,21000,0.001,21,3863,5
12,8,1,44,22,21000,0.001,21,3863,5.32
12,8,2,44,22,21000,0.001,21,3863,4
12,9,4,44,22,21000,0.001,21,3863,5
12,12,2,44,22,21000,0.001,21,3863,5
12,12,1,44,22,21000,0.001,21,3863,5
12,3,1,45,23,42000,0.0001,4.2,7958,5.92
12,4,2,45,23,42000,0.0001,4.2,7958,4.6
12,4,1,45,23,42000,0.0001,4.2,7958,4.52
12,4,3,45,23,42000,0.0001,4.2,7958,3.04
12,1,3,45,23,42000,0.0001,4.2,7958,3.04
12,1,2,45,23,42000,0.0001,4.2,7958,4.6
12,5,5,45,23,42000,0.0001,4.2,7958,5.92
12,8,1,45,23,42000,0.0001,4.2,7958,5.92
12,6,2,45,23,42000,0.0001,4.2,7958,4.72
12,9,3,45,23,42000,0.0001,4.2,7958,3.04
12,9,4,45,23,42000,0.0001,4.2,7958,5
12,10,2,45,23,42000,0.0001,4.2,7958,3.96
12,10,1,45,23,42000,0.0001,4.2,7958,3.34
12,11,4,45,23,42000,0.0001,4.2,7958,9.84
12,11,1,45,23,42000,0.0001,4.2,7958,9.84
12,12,2,45,23,42000,0.0001,4.2,7958,5
12,12,1,45,23,42000,0.0001,4.2,7958,5
13,3,1,46,24,2500,0.005,12.5,1047,3.92
13,4,2,46,24,2500,0.005,12.5,1047,2.6
13,4,1,46,24,2500,0.005,12.5,1047,2.52
13,4,3,46,24,2500,0.005,12.5,1047,1.04
13,1,3,46,24,2500,0.005,12.5,1047,1.04
13,1,2,46,24,2500,0.005,12.5,1047,2.6
13,5,5,46,24,2500,0.005,12.5,1047,3.92
13,7,3,46,24,2500,0.005,12.5,1047,5
13,7,2,46,24,2500,0.005,12.5,1047,5
13,7,1,46,24,2500,0.005,12.5,1047,5
13,8,1,46,24,2500,0.005,12.5,1047,3.92
13,8,2,46,24,2500,0.005,12.5,1047,4
13,6,2,46,24,2500,0.005,12.5,1047,2.72
13,9,3,46,24,2500,0.005,12.5,1047,1.04
13,9,4,46,24,2500,0.005,12.5,1047,5
13,10,2,46,24,2500,0.005,12.5,1047,2.52
13,10,1,46,24,2500,0.005,12.5,1047,1.34
13,11,4,46,24,2500,0.005,12.5,1047,8.64
13,11,1,46,24,2500,0.005,12.5,1047,8.64
13,12,2,46,24,2500,0.005,12.5,1047,5
13,12,1,46,24,2500,0.005,12.5,1047,5
13,3,1,47,25,1000,0.001,10,6066,6.12
13,4,2,47,25,1000,0.001,10,6066,4.8
13,4,1,47,25,1000,0.001,10,6066,4.72
13,4,3,47,25,1000,0.001,10,6066,3.2
13,1,3,47,25,1000,0.001,10,6066,3.2
13,1,2,47,25,1000,0.001,10,6066,4.8
13,5,5,47,25,1000,0.001,10,6066,6.12
13,8,1,47,25,1000,0.001,10,6066,6.12
13,6,2,47,25,1000,0.001,10,6066,4.72
13,9,3,47,25,1000,0.001,10,6066,3.24
13,9,4,47,25,1000,0.001,10,6066,5
13,10,2,47,25,1000,0.001,10,6066,3.96
13,10,1,47,25,1000,0.001,10,6066,3.54
13,11,4,47,25,1000,0.001,10,6066,9.84
13,11,1,47,25,1000,0.001,10,6066,9.84
13,12,2,47,25,1000,0.001,10,6066,5
13,12,1,47,25,1000,0.001,10,6066,5
11,3,1,38,26,500,2.5,12.5,3320,5.32
11,4,2,38,26,500,2.5,12.5,3320,4
11,4,1,38,26,500,2.5,12.5,3320,3.92
11,4,3,38,26,500,2.5,12.5,3320,2.44
11,1,3,38,26,500,2.5,12.5,3320,2.44
11,1,2,38,26,500,2.5,12.5,3320,4
11,5,5,38,26,500,2.5,12.5,3320,5.32
11,7,3,38,26,500,2.5,12.5,3320,5
11,7,2,38,26,500,2.5,12.5,3320,5
11,7,1,38,26,500,2.5,12.5,3320,5
11,8,1,38,26,500,2.5,12.5,3320,5.32
11,8,2,38,26,500,2.5,12.5,3320,4
11,6,2,38,26,500,2.5,12.5,3320,4.12
11,9,3,38,26,500,2.5,12.5,3320,2.44
11,9,4,38,26,500,2.5,12.5,3320,5
11,10,2,38,26,500,2.5,12.5,3320,3.92
11,10,1,38,26,500,2.5,12.5,3320,2.74
11,11,4,38,26,500,2.5,12.5,3320,8.64
11,11,1,38,26,500,2.5,12.5,3320,8.64
11,12,2,38,26,500,2.5,12.5,3320,5
11,12,1,38,26,500,2.5,12.5,3320,5
14,3,1,39,27,1000,0.01,10,5845,5.92
14,5,5,39,27,1000,0.01,10,5845,5.92
14,8,1,39,27,1000,0.01,10,5845,5.92
14,9,4,39,27,1000,0.01,10,5845,5
14,12,2,39,27,1000,0.01,10,5845,5
14,12,1,39,27,1000,0.01,10,5845,5
15,3,1,40,28,42000,0.0001,4.2,7036,5.92
15,4,2,40,28,42000,0.0001,4.2,7036,4.6
15,4,1,40,28,42000,0.0001,4.2,7036,4.52
15,4,3,40,28,42000,0.0001,4.2,7036,3.04
15,1,3,40,28,42000,0.0001,4.2,7036,3.04
15,1,2,40,28,42000,0.0001,4.2,7036,4.6
15,5,5,40,28,42000,0.0001,4.2,7036,5.92
15,8,1,40,28,42000,0.0001,4.2,7036,5.92
15,6,2,40,28,42000,0.0001,4.2,7036,4.72
15,9,3,40,28,42000,0.0001,4.2,7036,3.04
15,9,4,40,28,42000,0.0001,4.2,7036,5
15,10,1,40,28,42000,0.0001,4.2,7036,3.34
15,11,4,40,28,42000,0.0001,4.2,7036,11.84
15,11,1,40,28,42000,0.0001,4.2,7036,11.84
15,12,2,40,28,42000,0.0001,4.2,7036,5
15,12,1,40,28,42000,0.0001,4.2,7036,5
6,3,1,48,29,,,,,3.92
6,5,5,48,29,,,,,3.92
6,7,3,48,29,,,,,5
6,7,2,48,29,,,,,5
6,7,1,48,29,,,,,5
6,8,1,48,29,,,,,3.92
6,8,2,48,29,,,,,4
6,9,4,48,29,,,,,5
6,12,2,48,29,,,,,5
6,12,1,48,29,,,,,5
9,3,1,41,30,50,0.1,5,3080,6.12
9,4,2,41,30,50,0.1,5,3080,4.8
9,4,1,41,30,50,0.1,5,3080,4.72
9,4,3,41,30,50,0.1,5,3080,3.24
9,1,3,41,30,50,0.1,5,3080,3.24
9,1,2,41,30,50,0.1,5,3080,4.8
9,5,5,41,30,50,0.1,5,3080,6.12
9,8,1,41,30,50,0.1,5,3080,6.12
9,6,2,41,30,50,0.1,5,3080,4.72
9,9,3,41,30,50,0.1,5,3080,3.24
9,9,4,41,30,50,0.1,5,3080,5
9,10,2,41,30,50,0.1,5,3080,4.62
9,10,1,41,30,50,0.1,5,3080,3.54
9,11,4,41,30,50,0.1,5,3080,8.04
9,11,1,41,30,50,0.1,5,3080,8.04
9,12,2,41,30,50,0.1,5,3080,5
9,12,1,41,30,50,0.1,5,3080,5
10,3,1,42,31,100,0.5,50,13750,6.12
10,5,5,42,31,100,0.5,50,13750,6.12
10,8,1,42,31,100,0.5,50,13750,6.12
10,6,2,42,31,100,0.5,50,13750,4.72
10,9,4,42,31,100,0.5,50,13750,5
10,10,2,42,31,100,0.5,50,13750,4.62
10,10,1,42,31,100,0.5,50,13750,3.54
10,12,2,42,31,100,0.5,50,13750,5
10,12,1,42,31,100,0.5,50,13750,5

